TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
e_e000328,2305270002,3,1,1,1,4,7428600224,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-04 10:06,3,30000,송도마블워크,
e_e000328,2305270003,1,0,0,1,4,7204200142,본때본,인천 연수구 하모니로 158,,3152032,2818510600,2023-05-27 20:46,1,97500,계란찜;3인 곱창미나리감자탕+보쌈;칼국수사리;수제비사리;사이다;콜라,
e_e000358,2305270003,1,0,0,0,4,,장터국수,경기 의정부시 시민로121번길 43-2 서3호 장터국수,,,,,3,10500,,4115010100
e_e000358,2305270005,1,0,0,1,4,1278561390,엠에프지코리아 매드포갈릭,경기 의정부시 평화로 525,,3215066,4115010100,2023-05-27 18:52,1,76650,매드포갈릭 ,
e_e000358,2305270006,1,0,0,0,4,,아나키아,668,,,,,1,35500,,4115010400
e_e000358,2305280001,1,0,0,1,4,1278560111,맥도날드,경기 의정부시 민락로 11,경기 의정부시 용현동 60-1,3181013,4115010500,2023-05-28 09:18,1,8100,베이컨 에그 맥머핀;에그 맥머핀/세트,
e_e000372,2305280004,2,2,2,1,4,1268200953,이천농협하나로마트 본점,경기 이천시 영창로 235,,3207041,4150010100,2023-05-28 13:49,1,150020,한우안심;한우등심;제주삼다수;백오이;백설허브맛솔트마늘맛,
e_e000372,2305280005,1,0,0,1,4,8148500691,(주)이코복스커피(이천점),경기 이천시 모가면 사실로 988,,3012065,4150036029,2023-05-28 15:05,1,18100,JAZZ아이스아메리카노;DECAFE아이스아메리카노;레몬에이드,
e_e000372,2305280005,1,0,0,2,4,8148500691,(주)이코복스커피,경기 이천시 모가면 사실로 988,,3012065,4150036029,2023-05-28 15:13,1,7500,초코케이크,
e_e000372,2305290003,1,0,0,1,4,2772100226,하루엔소쿠이천C.G.V점,경기 이천시 중리천로 58,,3207052,4150010300,2023-05-29 14:12,1,39700,냉모밀;왕돈까스;등심스테이크돈부,
e_e000378,2306050002,1,0,0,0,3,,매향통닭,수원천로317,,,,,1,23000,,4111512800
e_e000378,2306050002,1,4,4,0,3,,지에스25포곡제일점,포곡읍전대로85,,,,,1,17100,,4146125000
e_e000378,2306050002,1,5,5,2,3,3128500176,천안(서울방향)휴게소,충남 천안시 동남구 쉼1길 42,,4547423,4413111000,2023-06-05 09:25,1,5000,허브통살수제닭꼬치 ,
e_e000378,2306050003,3,1,1,1,3,,수원문화재단,경기 수원시 팔달구 행궁로 11,,3176017,4111512300,2023-06-05 11:44,1,7000,화성어차 탑승권구입,
e_e000378,2306060001,1,0,0,1,3,1358504288,삼성물산(주) 에버랜드리조트 ,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,2023-06-06 14:26,1,34000,버스터패밀리세트,
e_e000378,2306060001,2,1,1,1,3,1358504288,삼성물산(주)에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,2023-06-06 11:37,1,22000,"펭귄,병아리인척,에어밴드;백호,빅헤어밴드3",
e_e000393,2305280002,3,0,0,1,4,,전등주차장,인천 강화군 길상면 전등사로 37-41,인천 강화군 길상면 온수리 635,3157044,2871033021,,1,2000,주차비,
e_e000393,2305280003,1,0,0,1,4,5918700394,진복호(신관),인천 강화군 길상면 해안남로 488,인천 강화군 길상면 선두리 1069-4,3157038,2871033022,2023-05-28 12:05,1,107000,"1인38,000 게장/매;전복구이3;공기밥",
e_e000393,2305280004,1,0,0,1,4,3888702705,유리카페,인천 강화군 길상면 해안남로 334,인천 강화군 길상면 장흥리 277-29,3157038,2871033025,2023-05-28 12:22,1,15400,허니라떼;트리플베리크로플,
e_e000393,2305290001,1,0,0,1,4,1370726937,필로스,경기 김포시 감암로 65,경기 김포시 걸포동 387-104,3209002,4157010200,2023-05-29 12:34,1,38800,생선까스;돈까스;어린이돈까스,
e_e000411,2305190005,1,0,0,1,1,1348559650,쉐이크쉑,서울 영등포구 영중로 15,,3118024,1156010500,2023-05-19 12:26,1,24600,SNG Injeolmi Time;Spicy Chicken Shack,
e_e000411,2305190007,2,0,0,1,1,2068650913,이마트,서울 영등포구 영중로 15,,3118024,1156010500,2023-05-19 13:48,1,110020,치커리;노브랜드 발수워셔액;노브랜드하이브리드65;노브랜드하이브리드40;카이피라,
e_e000411,2305190009,2,0,0,1,1,5781001200,솔트,서울 영등포구 도림로133길 12,서울 영등포구 문래동2가 43-5,4154229,1156012000,2023-05-19 20:40,1,10000,HIGHBALL,
e_e000411,2305190010,1,0,0,1,1,1082101894,참나무숯불통닭,서울 영등포구 도림로 382,서울 영등포구 도림동 192-1,3116010,1156011800,2023-05-19 23:00,1,31000,,
e_e000411,2305200005,1,0,0,1,1,3765000329,카페오키드,서울 강서구 마곡동로 161,서울 강서구 마곡동 812,3155046,1150010500,2023-05-20 17:03,1,4500,청포도에이드,
e_e000411,2305210001,6,0,0,0,1,,더아리엘,147-7 더아리엘,,,,,3,100000,,4111514000
e_e000411,2305210002,1,0,0,1,1,8288102725,커스텀커피,대전 유성구 죽동로297번길 83,대전 유성구 죽동 705-5,4851241,3020012100,2023-05-21 15:46,1,18400,(HOT)에스프레소;(ICE)바닐라라떼;메론 크러쉬 에이드;(ICE)아메리카노,
e_e000421,2305270004,1,0,0,1,3,2998800587,멜로워,서울 성동구 성수이로7길 39,서울 성동구 성수동2가 333-94,4109355,1120011500,2023-05-27 14:52,1,42300,페이스트리 머핀;차이브 소금빵;소금빵;가나슈초콜렛 마들;ICE 바닐라빈라떼,
e_e000421,2305270007,1,0,0,1,3,2928601048,주식회사 조대포(남영점),서울 용산구 한강대로 272-1,서울 용산구 남영동 82-3,2005005,1117010500,2023-05-27 19:14,1,70000,모듬스페셜;소주;맥주;된장찌개,
e_e000421,2305280002,3,1,1,1,3,4118601799,서울식물원,서울 강서구 마곡동로 161,서울 강서구 마곡동 812,3155046,1150010500,2023-05-28 13:07,1,10000,입장권,
e_e000421,2305280003,1,0,0,1,3,1624800260,어메이징피자,서울 강서구 마곡서로 168,서울 강서구 마곡동 758-1,3155047,1150010500,2023-05-28 16:07,1,38800,,
e_e000440,2305200002,1,2,2,1,4,1410147910,초리골164,경기 파주시 법원읍 초리골길 134,,4418761,4148025622,2023-05-20 11:55,1,5200,,
e_e000440,2305200003,1,0,0,1,4,4708801088,망향비빔국수 일산점,경기 고양시 일산서구 대화로 22,경기 고양시 일산서구 법곳동 131-2,3194010,4128710800,2023-05-20 17:46,1,19000,,
e_e000446,2305190005,1,0,0,1,1,7778101132,(주)비알디삼(징기스영등포),서울 영등포구 경인로 865,서울 영등포구 영등포동3가 11-5,3000028,1156010400,2023-05-19 21:16,1,58000,양갈비;양고기;처음처럼;테라,
e_e000446,2305200002,1,0,0,0,1,,나주소나주곰탕,98,,,,,3,22000,,1111010700
e_e000465,2305190005,1,0,0,0,1,,마하차이 서울숲점,서울 성동구 성수동1가 661-4 2층,,,,,1,23000,,1120011400
e_e000465,2305190007,1,0,0,1,1,3458502081,커먼모티프,서울 성동구 서울숲2길 29,서울 성동구 성수동1가 668-97,4109318,1120011400,2023-05-19 14:34,1,17000,(ICE다크)아메리카노;말차,
e_e000465,2305190011,1,0,0,1,1,2018121515,스타벅스 센트럴시티점,서울 서초구 신반포로 176,,3121017,1165010700,2023-05-19 19:13,3,12200,쿠스쿠스치킨샐러드;I-G)DCF아메리카노,
e_e000467,2305270003,6,0,0,1,1,5232000215,팜페이,서울 서초구 강남대로 439,서울 서초구 서초동 1305-2,2102001,1165010800,2023-05-27 14:22,1,72600,비가목스점안액;오큐메토론점안;히아루론맥스점;오큐프록스안연;트라몰8시간서방정,
e_e000467,2305270004,2,0,0,1,1,8098101574,CJ올리브영(주),서울 서초구 강남대로 429,,2102001,1165010800,2023-05-27 14:36,1,10000,올리브영 수동3단우산(홀릭민트),
e_e000467,2305270006,2,0,0,1,1,1610901097,글라스타,경기 하남시 미사강변중앙로170번길 12,경기 하남시 망월동 1110,4853313,4145010900,2023-05-27 16:50,1,210000,,
e_e000467,2305270008,3,0,0,0,1,,춈춈네일,201,,,,,3,29000,,1174010300
e_e000467,2305270009,1,0,0,1,1,1024800652,에그드랍,경기 하남시 조정대로 65,경기 하남시 풍산동 527-1,2000007,4145011000,2023-05-27 19:36,1,5500,아보홀릭,
e_e000487,2305270001,3,0,0,1,3,2078801893,(주)동춘엔터테인먼트,경기 안산시 단원구 돈지섬길 105,경기 안산시 단원구 대부북동 1826-69,4373066,4127311100,2023-05-27 00:00,1,4000,,
e_e000487,2305270001,3,0,0,2,3,2078801893,(주)동춘엔터테인먼트,경기 안산시 단원구 돈지섬길 105,경기 안산시 단원구 대부북동 1826-69,4373066,4127311100,2023-05-27 00:00,3,56000,,
e_e000487,2305270002,1,0,0,1,3,6560301647,뚝방집,경기 시흥시 오이도로 111,경기 시흥시 정왕동 1978-7,3199037,4139013200,2023-05-27 13:51,1,18000,바지락칼국수,
e_e000487,2305270003,3,0,0,1,3,,시흥오이도박물관,경기 시흥시 오이도로 332,경기 시흥시 정왕동 2202-6,3199037,4139013200,2023-05-27 14:12,1,3000,입장권,
e_e000542,2305240005,2,0,0,1,2,2138200602,연세대학교 강남세브란스병원,서울 강남구 언주로 211,서울 강남구 도곡동 146-92,3005086,1168011800,2023-05-24 09:56,1,191200,진료비,
e_e000542,2305240007,1,0,0,1,2,5701302147,오마카세 오사이초밥강남역점,서울 강남구 테헤란로1길 28-9,서울 강남구 역삼동 817-30,4166722,1168010100,2023-05-24 14:36,1,13000,고래별;새우튀김,
e_e000542,2305240007,1,0,0,2,2,5701302147,오마카세 오사이초밥 강남역점,서울 강남구 테헤란로1길 28-9,서울 강남구 역삼동 817-30,4166722,1168010100,2023-05-24 13:12,1,0,오마카세 오사이초밥 강남역점,
e_e000542,2305240008,1,0,0,1,2,5424800452,투썸플레이스,서울 강남구 테헤란로1길 16,서울 강남구 역삼동 818-15,4166722,1168010100,2023-05-24 14:55,1,17500,아이스아메리카노(R);딸기밀키웨이프라페(R);떠먹는아이스박스,
e_e000542,2305240009,1,0,0,1,2,2508802595,보다버거,서울 강남구 강남대로94길 23,서울 강남구 역삼동 818-7,4166037,1168010100,2023-05-24 16:30,1,37200,CHEONGYANG BULGOGI set;WASABI SHIRMP set BIGSIZE;+MILKSHAKE,
e_e000542,2305240010,2,0,0,1,2,1048191189,유니클로,서울 강남구 영동대로 513,서울 강남구 삼성동 159,2122002,1168010500,2023-05-24 00:00,1,34800,W라운드미니숄더백;크루넥T,
e_e000542,2305240010,2,0,0,2,2,7738601800,(주)영풍문고,서울 강남구 영동대로 513,,2122002,1168010500,2023-05-24 18:28,1,17000,삶의목적을찾는45가지,
e_e000542,2305240011,3,0,0,2,2,8290100335,당구타임클럽,서울 송파구 백제고분로7길 24,서울 송파구 잠실동 191-7,4169204,1171010100,2023-05-24 20:37,3,14000,,
e_e000542,2305240012,2,0,0,1,2,2158533264,롯데슈퍼,서울 송파구 올림픽로 111,서울 송파구 잠실동 19-8,3123023,1171010100,2023-05-24 21:30,1,7390,ONLYPRICE한입에쏙미니파인애;하이트진로기린이치방(캔);농심딸기바나나킥,
e_e000542,2305240012,2,4,4,0,2,,쌀통닭 신천본점,,,,,,1,39800,,1171010100
e_e000542,2305250002,1,0,0,1,2,1303782726,서울돈까스,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,2005005,1117010700,2023-05-25 13:17,1,22500,,
e_e000554,2305240004,1,0,0,1,2,5407100304,자연그리고어반,경기 의왕시 바라산로 83,경기 의왕시 학의동 823-27,3351927,4143010600,2023-05-24 12:37,1,27000,임연수;가자미구이,
e_e000572,2305270003,1,0,0,0,5,,등나무가,,,,,,1,104000,,4182032500
e_e000586,2305210005,3,1,1,1,3,1378206281,강화군시설관리공단,인천 강화군 강화읍 강화대로 154,,2157001,2871025026,2023-05-21 14:38,1,5000,입장권,
e_e000586,2305210005,1,2,2,1,3,3362301794,그리울(식당),인천 강화군 양사면 전망대로 795,,3157034,2871038021,2023-05-21 14:04,1,37000,비빔냉면;등심돈가스;삼뿌리왕갈비탕,
e_e000600,2305260002,1,2,2,1,2,2018121515,스타벅스,경북 포항시 북구 삼호로 186,,3304014,4711311300,2023-05-26 15:03,1,5300,I-G)DCF아메리카노,
e_e000600,2305260002,1,3,3,1,2,1078657147,스토리웨이,서울 영등포구 국회대로 612,서울 영등포구 당산동3가 2-7,2005008,1156011300,2023-05-26 15:29,1,2700,델리카)점보소고기;델리카)전주비빔삼,
e_e000600,2305260005,1,0,0,1,2,2068802259,(주)자이온앤컴퍼니,서울 종로구 돈화문로4길 37,서울 종로구 종로3가 166-2,4100055,1111015600,2023-05-26 18:51,1,15800,[B]ZION_BURGER,
e_e000600,2305260006,3,1,1,1,2,1108300329,덕수궁,서울 중구 세종대로 99,서울 중구 정동 5-1,2005001,1114016700,2023-05-26 19:23,1,2000,입장권,
e_e000600,2305260007,1,1,1,1,2,1010667330,순희네빈대떡,서울 종로구 종로32길 5,서울 종로구 종로5가 138-9,4100322,1111016300,2023-05-26 21:11,1,12000,,
e_e000600,2305260009,1,1,1,1,2,1010707834,GS25,서울 종로구 삼일대로30길 23,서울 종로구 익선동 34,4100145,1111013300,2023-05-26 23:01,3,5100,클래식바나나;삼각)명란마요;삼각)비빔참치;Y)지리산샘물,
e_e000600,2305270001,1,0,0,1,2,2036560590,필동면옥,서울 중구 서애로 26,서울 중구 필동3가 1-5,3101003,1114013900,2023-05-27 11:27,1,28000,,
e_e000600,2305270001,1,1,1,1,2,4905800198,소하염전,서울 종로구 수표로28길 21-5,서울 종로구 익선동 166-45,4100198,1111013300,2023-05-27 10:34,1,3000,소금빵T,
e_e000600,2305270002,2,0,0,1,2,1048118780,롯데마트,서울 중구 청파로 426,,3101023,1114012000,2023-05-27 12:47,1,5500,납작 아이브로우 펜슬,
e_e000600,2305270003,1,0,0,1,2,1078556952,티엠스마일(브레드포스트),서울 용산구 한강대로44길 6,서울 용산구 한강로2가 114-3,4106433,1117012500,2023-05-27 13:29,1,8800,프레즐 플레인;아메리카노(HOT),
e_e000600,2305270003,1,2,2,1,2,6054611197,도토리,서울 용산구 한강대로52길 25-6,서울 용산구 한강로1가 227,4106438,1117012400,2023-05-27 14:43,1,13500,디카페인HOT;랑데부HOT,
e_e000600,2305270004,1,0,0,1,2,6580701919,배키욘방 익선,서울 종로구 돈화문로11다길 41,서울 종로구 익선동 166-36,4100053,1111013300,2023-05-27 17:02,1,36000,모모니쿠동;스테키동,
e_e000600,2305270005,1,0,0,1,2,7278700936,바우루덴스 ,서울 종로구 인사동길 49,,4100259,1111012800,2023-05-27 17:54,1,32000,석류;호가든,
e_e000600,2305270006,1,0,0,1,2,2133597307,크래프트루(익선),서울 종로구 수표로28길 17-7,서울 종로구 익선동 166-57,4100198,1111013300,2023-05-27 21:59,1,28000,갯배 필스너;루꼴라 베이컨,
e_e000600,2305280001,1,0,0,1,2,2018121515,스타벅스,서울 동대문구 고산자로36길 3,,4115033,1123010300,2023-05-28 10:24,3,14600,AOP버터 크루아상;I-T)자몽허니블랙티;S)에스프레소,
e_e000600,2305280002,1,0,0,1,2,2043011106,경동연탄돼지갈비,서울 동대문구 약령서1길 34,서울 동대문구 제기동 1140-50,4115240,1123010300,2023-05-28 13:12,1,32000,,
e_e000600,2305280004,3,0,0,1,2,2208796800,(주)스마트인피니,서울 강남구 압구정로42길 27,서울 강남구 신사동 643-22,4166523,1168010700,2023-05-28 08:06,1,17400,[굿바이클림트]빛의 시어터 입장권 마지막앵콜,
e_e000600,2305280005,1,0,0,1,2,,롯데월드몰,,,,,2023-05-28 16:54,1,6000,꼬빠메디아,
e_e000600,2305280005,1,2,2,1,2,1458501968,(주)에렉스 피에르창 롯데월드몰점,서울 송파구 올림픽로 300,서울 송파구 신천동 29,3123023,1171010200,2023-05-28 20:21,3,47800,CHIK LETT;FIRE PORK,
e_e000653,2305280004,1,0,0,1,2,,,,,,,2023-05-28 21:48,1,20000,반반(후라이드+간장),
e_e000653,2305290001,1,0,0,1,2,1022506773,리옹,경기 화성시 봉담읍 오래4길 3-1,경기 화성시 봉담읍 동화리 556-8,4430978,4159025324,2023-05-29 15:53,1,40500,,
e_e000653,2305290002,1,0,0,1,2,1091977166,카페 거스,경기 화성시 봉담읍 동화새터길 64,경기 화성시 봉담읍 동화리 438-4,4430333,4159025324,2023-05-29 16:04,1,9900,(I)디카페인;(ICE)카페라떼,
e_e000653,2305290005,2,1,1,1,2,1170383144,네스트베이커리카페,경기 화성시 봉담읍 샘마을길 18,경기 화성시 봉담읍 상리 24,4430669,4159025321,2023-05-29 19:18,1,3300,마늘빵,
e_e000659,2305190002,1,0,0,1,2,6658601703,주식회사 공감인,경기 광주시 오포로 761,경기 광주시 추자동 285-3,3211035,4161011800,2023-05-19 09:52,1,8800,아메리카노ICE;소금빵,
e_e000659,2305190003,1,0,0,1,2,6713801065,추자리막국수,경기 광주시 오포로859번길 6,경기 광주시 추자동 103-1,4433371,4161011800,2023-05-19 13:02,1,24000,(불)물막국수;(불)비빔막국수(곱),
e_e000659,2305190005,2,0,0,1,2,4418500644,스타필드,서울 강남구 영동대로 513,서울 강남구 삼성동 159,2122002,1168010500,2023-05-19 16:02,1,1700,버터,
e_e000659,2305190005,1,3,3,1,2,2075500877,스타필드,서울 강남구 영동대로 513,,2122002,1168010500,2023-05-19 16:05,1,14000,카페쉐이크;자몽주스/ONLY ICE,
e_e000659,2305190006,1,0,0,1,2,2138123480,선일통산(주) 안성(부산)휴게소,경기 안성시 원곡면 경부고속도로 365,경기 안성시 원곡면 반제리 642-6,1000001,4155038027,2023-05-19 18:34,1,8000,케네디소시지,
e_e000660,2306030003,1,0,0,1,1,3572301525,솔솔,서울 송파구 오금로18길 9,서울 송파구 송파동 50-11,4169379,1171010400,2023-06-03 12:30,1,55900,도미관자솥밥;도미2배;장어솥밥;얼그레이 하이볼,
e_e000660,2306030004,1,0,0,1,1,2018121515,스타벅스,서울 송파구 오금로 142,서울 송파구 송파동 59-9,3123014,1171010400,2023-06-03 12:40,3,9000,I-T)아메리카노,
e_e000660,2306030007,1,0,0,1,1,1098545714,꿉당(잠실방이점),서울 송파구 오금로15길 9,서울 송파구 방이동 68-8,4169376,1171011100,2023-06-03 18:48,1,69000,KOKUMI 목살;맥주;KOKUMI쌀밥;트러플짜파게티;삼겹살,
e_e000660,2306030008,2,0,0,1,1,2151658269,매니아세계주류,서울 송파구 올림픽로32길 15,,4169429,1171011100,2023-06-03 18:56,1,50000,,
e_e000660,2306030009,1,0,0,1,1,1208757657,소피텔 엠배서더 서울,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,3123015,1171010200,2023-06-04 11:53,1,39000,,
